obs_ID,study_ID,year_pub,es,var
obs359,"Lapenta MJ, Proc??pio-de-Oliveira P, Kierulff MCM, Motta-Junior JC.",2008,0.1054,
obs360,"Catenacci LS, Vleeschouwer KM, Nogueira-Filho SLG",2009,0.2231,
obs361,"Lapenta MJ, Proc??pio-de-Oliveira P, Kierulff MCM, Motta-Junior JC.",2008,1.5418,0.0002
obs362,"Knogge C, Herrera ERT, Heymann EW",2003,0.1054,
obs363,"Chaves OM,  Stoner KE,  Arroyo-Rodr??guez V, Estrada A",2011,1.2379,0.0001
obs364,Stevenson PR,2000,0.0305,
obs365,"Lapenta MJ, Proc??pio-de-Oliveira P, Kierulff MCM, Motta-Junior JC.",2008,0.0513,
obs366,"Catenacci LS, Vleeschouwer KM, Nogueira-Filho SLG",2009,0.2231,
obs367,"Stevenson PR, Castellanos MC, Pizarro JC, Garavito M",2002,0.2877,
obs368,"Knogge C, Herrera ERT, Heymann EW",2003,0.2877,
obs369,Moraes PLR,1992,0.1625,
obs370,Martins MM,2006,0.2231,
obs371,Estrada A & Coates-Estrada R,1984,0.0566,
obs372,"Knogge C, Herrera ERT, Heymann EW",2003,1.0986,
obs373,"Knogge C, Herrera ERT, Heymann EW",2003,0.7621,
obs374,"Lapenta MJ, Proc??pio-de-Oliveira P, Kierulff MCM, Motta-Junior JC.",2008,0.314,
obs375,"Catenacci LS, Vleeschouwer KM, Nogueira-Filho SLG",2009,0.1063,
obs376,"Knogge C, Herrera ERT, Heymann EW",2003,-0.3857,
obs377,Julliot C,1996,-0.2513,
obs378,"Catenacci LS, Vleeschouwer KM, Nogueira-Filho SLG",2009,0.38,
obs379,"Knogge C, Herrera ERT, Heymann EW",2003,-0.0541,
obs380,Moraes PLR,1992,-0.0593,
obs381,"Lapenta MJ, Proc??pio-de-Oliveira P, Kierulff MCM, Motta-Junior JC.",2008,0.4205,
obs382,"Lapenta MJ, Proc??pio-de-Oliveira P, Kierulff MCM, Motta-Junior JC.",2008,7.346,1.7241
obs383,"Lapenta MJ, Proc??pio-de-Oliveira P, Kierulff MCM, Motta-Junior JC.",2008,-0.2518,
obs384,"Knogge C, Herrera ERT, Heymann EW",2003,0.5819,
obs385,Julliot C,1996,-0.0386,
obs386,Julliot C,1996,0.2776,
obs387,"Lapenta MJ, Proc??pio-de-Oliveira P, Kierulff MCM, Motta-Junior JC.",2008,-0.1619,
